local code,text,table_name,parent_varname,local code system,code,display,code system,comment
HP:0001732,Abnormality of the pancreas,subject,hpo_absent,subject,HP:0001732,Abnormality of the pancreas,http://purl.obolibrary.org/obo/hp.owl,
HP:0001733,Pancreatitis,subject,hpo_present,subject,HP:0001733,Pancreatitis,http://purl.obolibrary.org/obo/hp.owl,
HP:0001737,Pancreatic cysts,subject,hpo_present,subject,HP:0001737,Pancreatic cysts,http://purl.obolibrary.org/obo/hp.owl,
HP:0001738,Exocrine pancreatic insufficiency,subject,hpo_present,subject,HP:0001738,Exocrine pancreatic insufficiency,http://purl.obolibrary.org/obo/hp.owl,
HP:0001739,Abnormal nasopharynx morphology,subject,hpo_absent,subject,HP:0001739,Abnormal nasopharynx morphology,http://purl.obolibrary.org/obo/hp.owl,
HP:0001743,Abnormality of the spleen,subject,hpo_absent,subject,HP:0001743,Abnormality of the spleen,http://purl.obolibrary.org/obo/hp.owl,
HP:0001744,Splenomegaly,subject,hpo_present,subject,HP:0001744,Splenomegaly,http://purl.obolibrary.org/obo/hp.owl,
HP:0001746,Asplenia,subject,hpo_present,subject,HP:0001746,Asplenia,http://purl.obolibrary.org/obo/hp.owl,
HP:0001747,Accessory spleen,subject,hpo_present,subject,HP:0001747,Accessory spleen,http://purl.obolibrary.org/obo/hp.owl,
HP:0001748,Polysplenia,subject,hpo_present,subject,HP:0001748,Polysplenia,http://purl.obolibrary.org/obo/hp.owl,
HP:0001760,Abnormal foot morphology,subject,hpo_present,subject,HP:0001760,Abnormal foot morphology,http://purl.obolibrary.org/obo/hp.owl,
HP:0001762,Talipes equinovarus,subject,hpo_present,subject,HP:0001762,Talipes equinovarus,http://purl.obolibrary.org/obo/hp.owl,
HP:0001763,Pes planus,subject,hpo_present,subject,HP:0001763,Pes planus,http://purl.obolibrary.org/obo/hp.owl,
HP:0001765,Hammertoe,subject,hpo_present,subject,HP:0001765,Hammertoe,http://purl.obolibrary.org/obo/hp.owl,
HP:0001769,Broad foot,subject,hpo_present,subject,HP:0001769,Broad foot,http://purl.obolibrary.org/obo/hp.owl,
HP:0001771,Achilles tendon contracture,subject,hpo_present,subject,HP:0001771,Achilles tendon contracture,http://purl.obolibrary.org/obo/hp.owl,
HP:0001773,Short foot,subject,hpo_present,subject,HP:0001773,Short foot,http://purl.obolibrary.org/obo/hp.owl,
HP:0001780,Abnormality of toe,subject,hpo_absent,subject,HP:0001780,Abnormality of toe,http://purl.obolibrary.org/obo/hp.owl,
HP:0001789,Hydrops fetalis,subject,hpo_present,subject,HP:0001789,Hydrops fetalis,http://purl.obolibrary.org/obo/hp.owl,
HP:0001800,Hypoplastic toenails,subject,hpo_present,subject,HP:0001800,Hypoplastic toenails,http://purl.obolibrary.org/obo/hp.owl,
HP:0001802,Absent toenail,subject,hpo_present,subject,HP:0001802,Absent toenail,http://purl.obolibrary.org/obo/hp.owl,
HP:0001804,Hypoplastic fingernail,subject,hpo_present,subject,HP:0001804,Hypoplastic fingernail,http://purl.obolibrary.org/obo/hp.owl,
HP:0001808,Fragile nails,subject,hpo_present,subject,HP:0001808,Fragile nails,http://purl.obolibrary.org/obo/hp.owl,
HP:0001816,Thin nail,subject,hpo_present,subject,HP:0001816,Thin nail,http://purl.obolibrary.org/obo/hp.owl,
HP:0001821,Broad nail,subject,hpo_present,subject,HP:0001821,Broad nail,http://purl.obolibrary.org/obo/hp.owl,
HP:0001822,Hallux valgus,subject,hpo_present,subject,HP:0001822,Hallux valgus,http://purl.obolibrary.org/obo/hp.owl,
HP:0001832,Abnormal metatarsal morphology,subject,hpo_absent,subject,HP:0001832,Abnormal metatarsal morphology,http://purl.obolibrary.org/obo/hp.owl,
HP:0001837,Broad toe,subject,hpo_present,subject,HP:0001837,Broad toe,http://purl.obolibrary.org/obo/hp.owl,
HP:0001838,Rocker bottom foot,subject,hpo_present,subject,HP:0001838,Rocker bottom foot,http://purl.obolibrary.org/obo/hp.owl,
HP:0001840,Metatarsus adductus,subject,hpo_present,subject,HP:0001840,Metatarsus adductus,http://purl.obolibrary.org/obo/hp.owl,
HP:0001844,Abnormality of the hallux,subject,hpo_present,subject,HP:0001844,Abnormality of the hallux,http://purl.obolibrary.org/obo/hp.owl,
HP:0001845,Overlapping toe,subject,hpo_present,subject,HP:0001845,Overlapping toe,http://purl.obolibrary.org/obo/hp.owl,
HP:0001849,Foot oligodactyly,subject,hpo_present,subject,HP:0001849,Foot oligodactyly,http://purl.obolibrary.org/obo/hp.owl,
HP:0001850,Abnormality of the tarsal bones,subject,hpo_absent,subject,HP:0001850,Abnormality of the tarsal bones,http://purl.obolibrary.org/obo/hp.owl,
HP:0001852,Sandal gap,subject,hpo_present,subject,HP:0001852,Sandal gap,http://purl.obolibrary.org/obo/hp.owl,
HP:0001871,Abnormality of blood and blood-forming tissues,subject,hpo_absent,subject,HP:0001871,Abnormality of blood and blood-forming tissues,http://purl.obolibrary.org/obo/hp.owl,
HP:0001873,Thrombocytopenia,subject,hpo_present,subject,HP:0001873,Thrombocytopenia,http://purl.obolibrary.org/obo/hp.owl,
HP:0001875,Neutropenia,subject,hpo_present,subject,HP:0001875,Neutropenia,http://purl.obolibrary.org/obo/hp.owl,
HP:0001878,Hemolytic anemia,subject,hpo_present,subject,HP:0001878,Hemolytic anemia,http://purl.obolibrary.org/obo/hp.owl,
HP:0001882,Leukopenia,subject,hpo_present,subject,HP:0001882,Leukopenia,http://purl.obolibrary.org/obo/hp.owl,
HP:0001883,Talipes,subject,hpo_present,subject,HP:0001883,Talipes,http://purl.obolibrary.org/obo/hp.owl,
HP:0001888,Lymphopenia,subject,hpo_present,subject,HP:0001888,Lymphopenia,http://purl.obolibrary.org/obo/hp.owl,
HP:0001891,Iron deficiency anemia,subject,hpo_present,subject,HP:0001891,Iron deficiency anemia,http://purl.obolibrary.org/obo/hp.owl,
HP:0001903,Anemia,subject,hpo_present,subject,HP:0001903,Anemia,http://purl.obolibrary.org/obo/hp.owl,
HP:0001909,Leukemia,subject,hpo_present,subject,HP:0001909,Leukemia,http://purl.obolibrary.org/obo/hp.owl,
HP:0001931,Hypochromic anemia,subject,hpo_present,subject,HP:0001931,Hypochromic anemia,http://purl.obolibrary.org/obo/hp.owl,
HP:0001935,Microcytic anemia,subject,hpo_present,subject,HP:0001935,Microcytic anemia,http://purl.obolibrary.org/obo/hp.owl,
HP:0001941,Acidosis,subject,hpo_present,subject,HP:0001941,Acidosis,http://purl.obolibrary.org/obo/hp.owl,
HP:0001943,Hypoglycemia,subject,hpo_present,subject,HP:0001943,Hypoglycemia,http://purl.obolibrary.org/obo/hp.owl,
HP:0001944,Dehydration,subject,hpo_present,subject,HP:0001944,Dehydration,http://purl.obolibrary.org/obo/hp.owl,
HP:0001945,Fever,subject,hpo_present,subject,HP:0001945,Fever,http://purl.obolibrary.org/obo/hp.owl,
HP:0001946,Ketosis,subject,hpo_present,subject,HP:0001946,Ketosis,http://purl.obolibrary.org/obo/hp.owl,
HP:0001948,Alkalosis,subject,hpo_present,subject,HP:0001948,Alkalosis,http://purl.obolibrary.org/obo/hp.owl,
HP:0001954,Recurrent fever,subject,hpo_present,subject,HP:0001954,Recurrent fever,http://purl.obolibrary.org/obo/hp.owl,
HP:0001956,Truncal obesity,subject,hpo_present,subject,HP:0001956,Truncal obesity,http://purl.obolibrary.org/obo/hp.owl,
HP:0001958,Nonketotic hypoglycemia,subject,hpo_present,subject,HP:0001958,Nonketotic hypoglycemia,http://purl.obolibrary.org/obo/hp.owl,
HP:0001959,Polydipsia,subject,hpo_present,subject,HP:0001959,Polydipsia,http://purl.obolibrary.org/obo/hp.owl,
HP:0001962,Palpitations,subject,hpo_present,subject,HP:0001962,Palpitations,http://purl.obolibrary.org/obo/hp.owl,
HP:0001965,Abnormal scalp morphology,subject,hpo_absent,subject,HP:0001965,Abnormal scalp morphology,http://purl.obolibrary.org/obo/hp.owl,
HP:0001974,Leukocytosis,subject,hpo_present,subject,HP:0001974,Leukocytosis,http://purl.obolibrary.org/obo/hp.owl,
HP:0001992,Organic aciduria,subject,hpo_present,subject,HP:0001992,Organic aciduria,http://purl.obolibrary.org/obo/hp.owl,
HP:0001994,Renal Fanconi syndrome,subject,hpo_present,subject,HP:0001994,Renal Fanconi syndrome,http://purl.obolibrary.org/obo/hp.owl,
HP:0002000,Short columella,subject,hpo_present,subject,HP:0002000,Short columella,http://purl.obolibrary.org/obo/hp.owl,
HP:0002002,Deep philtrum,subject,hpo_present,subject,HP:0002002,Deep philtrum,http://purl.obolibrary.org/obo/hp.owl,
HP:0002007,Frontal bossing,subject,hpo_present,subject,HP:0002007,Frontal bossing,http://purl.obolibrary.org/obo/hp.owl,
HP:0002011,Morphological central nervous system abnormality,subject,hpo_absent,subject,HP:0002011,Morphological central nervous system abnormality,http://purl.obolibrary.org/obo/hp.owl,
HP:0002013,Vomiting,subject,hpo_present,subject,HP:0002013,Vomiting,http://purl.obolibrary.org/obo/hp.owl,
HP:0002014,Diarrhea,subject,hpo_present,subject,HP:0002014,Diarrhea,http://purl.obolibrary.org/obo/hp.owl,
HP:0002015,Dysphagia,subject,hpo_present,subject,HP:0002015,Dysphagia,http://purl.obolibrary.org/obo/hp.owl,
HP:0002018,Nausea,subject,hpo_present,subject,HP:0002018,Nausea,http://purl.obolibrary.org/obo/hp.owl,
HP:0002019,Constipation,subject,hpo_present,subject,HP:0002019,Constipation,http://purl.obolibrary.org/obo/hp.owl,
HP:0002020,Gastroesophageal reflux,subject,hpo_present,subject,HP:0002020,Gastroesophageal reflux,http://purl.obolibrary.org/obo/hp.owl,
HP:0002021,Pyloric stenosis,subject,hpo_present,subject,HP:0002021,Pyloric stenosis,http://purl.obolibrary.org/obo/hp.owl,
HP:0002023,Anal atresia,subject,hpo_present,subject,HP:0002023,Anal atresia,http://purl.obolibrary.org/obo/hp.owl,
HP:0002024,Malabsorption,subject,hpo_present,subject,HP:0002024,Malabsorption,http://purl.obolibrary.org/obo/hp.owl,
HP:0002025,Anal stenosis,subject,hpo_present,subject,HP:0002025,Anal stenosis,http://purl.obolibrary.org/obo/hp.owl,
HP:0002027,Abdominal pain,subject,hpo_present,subject,HP:0002027,Abdominal pain,http://purl.obolibrary.org/obo/hp.owl,
HP:0002028,Chronic diarrhea,subject,hpo_present,subject,HP:0002028,Chronic diarrhea,http://purl.obolibrary.org/obo/hp.owl,
HP:0002031,Abnormal esophagus morphology,subject,hpo_absent,subject,HP:0002031,Abnormal esophagus morphology,http://purl.obolibrary.org/obo/hp.owl,
HP:0002034,Abnormal rectum morphology,subject,hpo_absent,subject,HP:0002034,Abnormal rectum morphology,http://purl.obolibrary.org/obo/hp.owl,
HP:0002037,Inflammation of the large intestine,subject,hpo_present,subject,HP:0002037,Inflammation of the large intestine,http://purl.obolibrary.org/obo/hp.owl,
HP:0002040,Esophageal varix,subject,hpo_present,subject,HP:0002040,Esophageal varix,http://purl.obolibrary.org/obo/hp.owl,
HP:0002046,Heat intolerance,subject,hpo_present,subject,HP:0002046,Heat intolerance,http://purl.obolibrary.org/obo/hp.owl,
HP:0002059,Cerebral atrophy,subject,hpo_present,subject,HP:0002059,Cerebral atrophy,http://purl.obolibrary.org/obo/hp.owl,
HP:0002061,Lower limb spasticity,subject,hpo_present,subject,HP:0002061,Lower limb spasticity,http://purl.obolibrary.org/obo/hp.owl,
HP:0002063,Rigidity,subject,hpo_present,subject,HP:0002063,Rigidity,http://purl.obolibrary.org/obo/hp.owl,
HP:0002064,Spastic gait,subject,hpo_present,subject,HP:0002064,Spastic gait,http://purl.obolibrary.org/obo/hp.owl,
HP:0002066,Gait ataxia,subject,hpo_present,subject,HP:0002066,Gait ataxia,http://purl.obolibrary.org/obo/hp.owl,
HP:0002069,Bilateral tonic-clonic seizure,subject,hpo_present,subject,HP:0002069,Bilateral tonic-clonic seizure,http://purl.obolibrary.org/obo/hp.owl,
HP:0002071,Abnormality of extrapyramidal motor function,subject,hpo_present,subject,HP:0002071,Abnormality of extrapyramidal motor function,http://purl.obolibrary.org/obo/hp.owl,
HP:0002072,Chorea,subject,hpo_present,subject,HP:0002072,Chorea,http://purl.obolibrary.org/obo/hp.owl,
HP:0002074,Increased neuronal autofluorescent lipopigment,subject,hpo_present,subject,HP:0002074,Increased neuronal autofluorescent lipopigment,http://purl.obolibrary.org/obo/hp.owl,
HP:0002075,Dysdiadochokinesis,subject,hpo_present,subject,HP:0002075,Dysdiadochokinesis,http://purl.obolibrary.org/obo/hp.owl,
HP:0002076,Migraine,subject,hpo_present,subject,HP:0002076,Migraine,http://purl.obolibrary.org/obo/hp.owl,
HP:0002080,Intention tremor,subject,hpo_present,subject,HP:0002080,Intention tremor,http://purl.obolibrary.org/obo/hp.owl,
HP:0002084,Encephalocele,subject,hpo_present,subject,HP:0002084,Encephalocele,http://purl.obolibrary.org/obo/hp.owl,
HP:0002085,Occipital encephalocele,subject,hpo_present,subject,HP:0002085,Occipital encephalocele,http://purl.obolibrary.org/obo/hp.owl,
HP:0002086,Abnormality of the respiratory system,subject,hpo_absent,subject,HP:0002086,Abnormality of the respiratory system,http://purl.obolibrary.org/obo/hp.owl,
HP:0002088,Abnormal lung morphology,subject,hpo_present,subject,HP:0002088,Abnormal lung morphology,http://purl.obolibrary.org/obo/hp.owl,
HP:0002089,Pulmonary hypoplasia,subject,hpo_present,subject,HP:0002089,Pulmonary hypoplasia,http://purl.obolibrary.org/obo/hp.owl,
HP:0002091,Restrictive ventilatory defect,subject,hpo_present,subject,HP:0002091,Restrictive ventilatory defect,http://purl.obolibrary.org/obo/hp.owl,
HP:0002092,Pulmonary arterial hypertension,subject,hpo_present,subject,HP:0002092,Pulmonary arterial hypertension,http://purl.obolibrary.org/obo/hp.owl,
HP:0002093,Respiratory insufficiency,subject,hpo_present,subject,HP:0002093,Respiratory insufficiency,http://purl.obolibrary.org/obo/hp.owl,
HP:0002094,Dyspnea,subject,hpo_present,subject,HP:0002094,Dyspnea,http://purl.obolibrary.org/obo/hp.owl,
HP:0002097,Emphysema,subject,hpo_present,subject,HP:0002097,Emphysema,http://purl.obolibrary.org/obo/hp.owl,
HP:0002098,Respiratory distress,subject,hpo_present,subject,HP:0002098,Respiratory distress,http://purl.obolibrary.org/obo/hp.owl,
HP:0002099,Asthma,subject,hpo_present,subject,HP:0002099,Asthma,http://purl.obolibrary.org/obo/hp.owl,
HP:0002101,Abnormal lung lobation,subject,hpo_present,subject,HP:0002101,Abnormal lung lobation,http://purl.obolibrary.org/obo/hp.owl,
HP:0002103,Abnormal pleura morphology,subject,hpo_absent,subject,HP:0002103,Abnormal pleura morphology,http://purl.obolibrary.org/obo/hp.owl,
HP:0002104,Apnea,subject,hpo_present,subject,HP:0002104,Apnea,http://purl.obolibrary.org/obo/hp.owl,
HP:0002105,Hemoptysis,subject,hpo_present,subject,HP:0002105,Hemoptysis,http://purl.obolibrary.org/obo/hp.owl,
HP:0002107,Pneumothorax,subject,hpo_present,subject,HP:0002107,Pneumothorax,http://purl.obolibrary.org/obo/hp.owl,
HP:0002109,obsolete Abnormality of the bronchi,subject,hpo_present,subject,HP:0002109,obsolete Abnormality of the bronchi,http://purl.obolibrary.org/obo/hp.owl,
HP:0002110,Bronchiectasis,subject,hpo_present,subject,HP:0002110,Bronchiectasis,http://purl.obolibrary.org/obo/hp.owl,
HP:0002113,Pulmonary infiltrates,subject,hpo_present,subject,HP:0002113,Pulmonary infiltrates,http://purl.obolibrary.org/obo/hp.owl,
HP:0002118,Abnormal cerebral ventricle morphology,subject,hpo_absent,subject,HP:0002118,Abnormal cerebral ventricle morphology,http://purl.obolibrary.org/obo/hp.owl,
HP:0002119,Ventriculomegaly,subject,hpo_present,subject,HP:0002119,Ventriculomegaly,http://purl.obolibrary.org/obo/hp.owl,
HP:0002123,Generalized myoclonic seizure,subject,hpo_present,subject,HP:0002123,Generalized myoclonic seizure,http://purl.obolibrary.org/obo/hp.owl,
HP:0002126,Polymicrogyria,subject,hpo_present,subject,HP:0002126,Polymicrogyria,http://purl.obolibrary.org/obo/hp.owl,
HP:0002134,Abnormality of the basal ganglia,subject,hpo_present,subject,HP:0002134,Abnormality of the basal ganglia,http://purl.obolibrary.org/obo/hp.owl,
HP:0002135,Basal ganglia calcification,subject,hpo_present,subject,HP:0002135,Basal ganglia calcification,http://purl.obolibrary.org/obo/hp.owl,
HP:0002136,Broad-based gait,subject,hpo_present,subject,HP:0002136,Broad-based gait,http://purl.obolibrary.org/obo/hp.owl,
HP:0002140,Ischemic stroke,subject,hpo_present,subject,HP:0002140,Ischemic stroke,http://purl.obolibrary.org/obo/hp.owl,
HP:0002143,Abnormality of the spinal cord,subject,hpo_absent,subject,HP:0002143,Abnormality of the spinal cord,http://purl.obolibrary.org/obo/hp.owl,
HP:0002155,Hypertriglyceridemia,subject,hpo_present,subject,HP:0002155,Hypertriglyceridemia,http://purl.obolibrary.org/obo/hp.owl,
HP:0002164,Nail dysplasia,subject,hpo_present,subject,HP:0002164,Nail dysplasia,http://purl.obolibrary.org/obo/hp.owl,
HP:0002168,Scanning speech,subject,hpo_present,subject,HP:0002168,Scanning speech,http://purl.obolibrary.org/obo/hp.owl,
HP:0002169,Clonus,subject,hpo_present,subject,HP:0002169,Clonus,http://purl.obolibrary.org/obo/hp.owl,
HP:0002171,Gliosis,subject,hpo_present,subject,HP:0002171,Gliosis,http://purl.obolibrary.org/obo/hp.owl,
HP:0002174,Postural tremor,subject,hpo_present,subject,HP:0002174,Postural tremor,http://purl.obolibrary.org/obo/hp.owl,
HP:0002180,Neurodegeneration,subject,hpo_present,subject,HP:0002180,Neurodegeneration,http://purl.obolibrary.org/obo/hp.owl,
HP:0002181,Cerebral edema,subject,hpo_present,subject,HP:0002181,Cerebral edema,http://purl.obolibrary.org/obo/hp.owl,
HP:0002187,"Intellectual disability, profound",subject,hpo_present,subject,HP:0002187,"Intellectual disability, profound",http://purl.obolibrary.org/obo/hp.owl,
HP:0002188,Delayed CNS myelination,subject,hpo_present,subject,HP:0002188,Delayed CNS myelination,http://purl.obolibrary.org/obo/hp.owl,
HP:0002190,Choroid plexus cyst,subject,hpo_present,subject,HP:0002190,Choroid plexus cyst,http://purl.obolibrary.org/obo/hp.owl,
HP:0002194,Delayed gross motor development,subject,hpo_present,subject,HP:0002194,Delayed gross motor development,http://purl.obolibrary.org/obo/hp.owl,
HP:0002202,Pleural effusion,subject,hpo_present,subject,HP:0002202,Pleural effusion,http://purl.obolibrary.org/obo/hp.owl,
HP:0002204,Pulmonary embolism,subject,hpo_present,subject,HP:0002204,Pulmonary embolism,http://purl.obolibrary.org/obo/hp.owl,
HP:0002205,Recurrent respiratory infections,subject,hpo_present,subject,HP:0002205,Recurrent respiratory infections,http://purl.obolibrary.org/obo/hp.owl,
HP:0002206,Pulmonary fibrosis,subject,hpo_present,subject,HP:0002206,Pulmonary fibrosis,http://purl.obolibrary.org/obo/hp.owl,
HP:0002208,Coarse hair,subject,hpo_present,subject,HP:0002208,Coarse hair,http://purl.obolibrary.org/obo/hp.owl,
HP:0002209,Sparse scalp hair,subject,hpo_present,subject,HP:0002209,Sparse scalp hair,http://purl.obolibrary.org/obo/hp.owl,
HP:0002211,White forelock,subject,hpo_present,subject,HP:0002211,White forelock,http://purl.obolibrary.org/obo/hp.owl,
HP:0002213,Fine hair,subject,hpo_present,subject,HP:0002213,Fine hair,http://purl.obolibrary.org/obo/hp.owl,
HP:0002216,Premature graying of hair,subject,hpo_present,subject,HP:0002216,Premature graying of hair,http://purl.obolibrary.org/obo/hp.owl,
HP:0002217,Slow-growing hair,subject,hpo_present,subject,HP:0002217,Slow-growing hair,http://purl.obolibrary.org/obo/hp.owl,
HP:0002219,Facial hypertrichosis,subject,hpo_present,subject,HP:0002219,Facial hypertrichosis,http://purl.obolibrary.org/obo/hp.owl,
HP:0002223,Absent eyebrow,subject,hpo_present,subject,HP:0002223,Absent eyebrow,http://purl.obolibrary.org/obo/hp.owl,
HP:0002236,Frontal upsweep of hair,subject,hpo_present,subject,HP:0002236,Frontal upsweep of hair,http://purl.obolibrary.org/obo/hp.owl,
HP:0002240,Hepatomegaly,subject,hpo_present,subject,HP:0002240,Hepatomegaly,http://purl.obolibrary.org/obo/hp.owl,
HP:0002244,Abnormality of the small intestine,subject,hpo_absent,subject,HP:0002244,Abnormality of the small intestine,http://purl.obolibrary.org/obo/hp.owl,
HP:0002246,Abnormal duodenum morphology,subject,hpo_absent,subject,HP:0002246,Abnormal duodenum morphology,http://purl.obolibrary.org/obo/hp.owl,
HP:0002250,Abnormal large intestine morphology,subject,hpo_absent,subject,HP:0002250,Abnormal large intestine morphology,http://purl.obolibrary.org/obo/hp.owl,
HP:0002253,Colonic diverticula,subject,hpo_present,subject,HP:0002253,Colonic diverticula,http://purl.obolibrary.org/obo/hp.owl,
HP:0002263,Exaggerated cupid's bow,subject,hpo_present,subject,HP:0002263,Exaggerated cupid's bow,http://purl.obolibrary.org/obo/hp.owl,
HP:0002267,Exaggerated startle response,subject,hpo_present,subject,HP:0002267,Exaggerated startle response,http://purl.obolibrary.org/obo/hp.owl,
HP:0002280,Enlarged cisterna magna,subject,hpo_present,subject,HP:0002280,Enlarged cisterna magna,http://purl.obolibrary.org/obo/hp.owl,
HP:0002282,Gray matter heterotopia,subject,hpo_present,subject,HP:0002282,Gray matter heterotopia,http://purl.obolibrary.org/obo/hp.owl,
HP:0002283,Global brain atrophy,subject,hpo_present,subject,HP:0002283,Global brain atrophy,http://purl.obolibrary.org/obo/hp.owl,
HP:0002286,Fair hair,subject,hpo_absent,subject,HP:0002286,Fair hair,http://purl.obolibrary.org/obo/hp.owl,
HP:0002289,Alopecia universalis,subject,hpo_present,subject,HP:0002289,Alopecia universalis,http://purl.obolibrary.org/obo/hp.owl,
HP:0002299,Brittle hair,subject,hpo_present,subject,HP:0002299,Brittle hair,http://purl.obolibrary.org/obo/hp.owl,
HP:0002307,Drooling,subject,hpo_present,subject,HP:0002307,Drooling,http://purl.obolibrary.org/obo/hp.owl,
HP:0002308,Arnold-Chiari malformation,subject,hpo_present,subject,HP:0002308,Arnold-Chiari malformation,http://purl.obolibrary.org/obo/hp.owl,
HP:0002311,Incoordination,subject,hpo_present,subject,HP:0002311,Incoordination,http://purl.obolibrary.org/obo/hp.owl,
HP:0002313,Spastic paraparesis,subject,hpo_present,subject,HP:0002313,Spastic paraparesis,http://purl.obolibrary.org/obo/hp.owl,
HP:0002315,Headache,subject,hpo_present,subject,HP:0002315,Headache,http://purl.obolibrary.org/obo/hp.owl,
HP:0002321,Vertigo,subject,hpo_present,subject,HP:0002321,Vertigo,http://purl.obolibrary.org/obo/hp.owl,
HP:0002323,Anencephaly,subject,hpo_present,subject,HP:0002323,Anencephaly,http://purl.obolibrary.org/obo/hp.owl,
HP:0002326,Transient ischemic attack,subject,hpo_present,subject,HP:0002326,Transient ischemic attack,http://purl.obolibrary.org/obo/hp.owl,
HP:0002334,Abnormal cerebellar vermis morphology,subject,hpo_present,subject,HP:0002334,Abnormal cerebellar vermis morphology,http://purl.obolibrary.org/obo/hp.owl,
HP:0002342,"Intellectual disability, moderate",subject,hpo_present,subject,HP:0002342,"Intellectual disability, moderate",http://purl.obolibrary.org/obo/hp.owl,
HP:0002350,Cerebellar cyst,subject,hpo_present,subject,HP:0002350,Cerebellar cyst,http://purl.obolibrary.org/obo/hp.owl,
HP:0002352,Leukoencephalopathy,subject,hpo_present,subject,HP:0002352,Leukoencephalopathy,http://purl.obolibrary.org/obo/hp.owl,
HP:0002353,EEG abnormality,subject,hpo_present,subject,HP:0002353,EEG abnormality,http://purl.obolibrary.org/obo/hp.owl,
HP:0002355,Difficulty walking,subject,hpo_present,subject,HP:0002355,Difficulty walking,http://purl.obolibrary.org/obo/hp.owl,
HP:0002357,Dysphasia,subject,hpo_present,subject,HP:0002357,Dysphasia,http://purl.obolibrary.org/obo/hp.owl,
HP:0002360,Sleep disturbance,subject,hpo_present,subject,HP:0002360,Sleep disturbance,http://purl.obolibrary.org/obo/hp.owl,
HP:0002363,Abnormal brainstem morphology,subject,hpo_absent,subject,HP:0002363,Abnormal brainstem morphology,http://purl.obolibrary.org/obo/hp.owl,
HP:0002372,Normal interictal EEG,subject,hpo_present,subject,HP:0002372,Normal interictal EEG,http://purl.obolibrary.org/obo/hp.owl,
HP:0002373,Febrile seizure (within the age range of 3 months to 6 years),subject,hpo_present,subject,HP:0002373,Febrile seizure (within the age range of 3 months to 6 years),http://purl.obolibrary.org/obo/hp.owl,
HP:0002376,Developmental regression,subject,hpo_present,subject,HP:0002376,Developmental regression,http://purl.obolibrary.org/obo/hp.owl,
HP:0002380,Fasciculations,subject,hpo_present,subject,HP:0002380,Fasciculations,http://purl.obolibrary.org/obo/hp.owl,
HP:0002384,Focal impaired awareness seizure,subject,hpo_present,subject,HP:0002384,Focal impaired awareness seizure,http://purl.obolibrary.org/obo/hp.owl,
HP:0002385,Paraparesis,subject,hpo_present,subject,HP:0002385,Paraparesis,http://purl.obolibrary.org/obo/hp.owl,
HP:0002408,Cerebral arteriovenous malformation,subject,hpo_present,subject,HP:0002408,Cerebral arteriovenous malformation,http://purl.obolibrary.org/obo/hp.owl,
HP:0002415,Leukodystrophy,subject,hpo_present,subject,HP:0002415,Leukodystrophy,http://purl.obolibrary.org/obo/hp.owl,
HP:0002419,Molar tooth sign on MRI,subject,hpo_present,subject,HP:0002419,Molar tooth sign on MRI,http://purl.obolibrary.org/obo/hp.owl,
HP:0002446,Astrocytosis,subject,hpo_present,subject,HP:0002446,Astrocytosis,http://purl.obolibrary.org/obo/hp.owl,
HP:0002459,obsolete Dysautonomia,subject,hpo_present,subject,HP:0002459,obsolete Dysautonomia,http://purl.obolibrary.org/obo/hp.owl,
HP:0002460,Distal muscle weakness,subject,hpo_present,subject,HP:0002460,Distal muscle weakness,http://purl.obolibrary.org/obo/hp.owl,
HP:0002474,Expressive language delay,subject,hpo_present,subject,HP:0002474,Expressive language delay,http://purl.obolibrary.org/obo/hp.owl,
HP:0002475,Myelomeningocele,subject,hpo_present,subject,HP:0002475,Myelomeningocele,http://purl.obolibrary.org/obo/hp.owl,
HP:0002490,Increased CSF lactate,subject,hpo_present,subject,HP:0002490,Increased CSF lactate,http://purl.obolibrary.org/obo/hp.owl,
HP:0002500,Abnormal cerebral white matter morphology,subject,hpo_present,subject,HP:0002500,Abnormal cerebral white matter morphology,http://purl.obolibrary.org/obo/hp.owl,
HP:0002510,Spastic tetraplegia,subject,hpo_present,subject,HP:0002510,Spastic tetraplegia,http://purl.obolibrary.org/obo/hp.owl,
HP:0002514,Cerebral calcification,subject,hpo_present,subject,HP:0002514,Cerebral calcification,http://purl.obolibrary.org/obo/hp.owl,
HP:0002515,Waddling gait,subject,hpo_present,subject,HP:0002515,Waddling gait,http://purl.obolibrary.org/obo/hp.owl,
HP:0002521,Hypsarrhythmia,subject,hpo_present,subject,HP:0002521,Hypsarrhythmia,http://purl.obolibrary.org/obo/hp.owl,
HP:0002529,Neuronal loss in central nervous system,subject,hpo_present,subject,HP:0002529,Neuronal loss in central nervous system,http://purl.obolibrary.org/obo/hp.owl,
HP:0002538,Abnormal cerebral cortex morphology,subject,hpo_present,subject,HP:0002538,Abnormal cerebral cortex morphology,http://purl.obolibrary.org/obo/hp.owl,
HP:0002539,Cortical dysplasia,subject,hpo_present,subject,HP:0002539,Cortical dysplasia,http://purl.obolibrary.org/obo/hp.owl,
HP:0002540,Inability to walk,subject,hpo_present,subject,HP:0002540,Inability to walk,http://purl.obolibrary.org/obo/hp.owl,
HP:0002542,Olivopontocerebellar atrophy,subject,hpo_present,subject,HP:0002542,Olivopontocerebellar atrophy,http://purl.obolibrary.org/obo/hp.owl,
